,url,ingredients,label
◆簡単♡ぷりぷり海老と豆腐のふわふわ焼◆,https://cookpad.com/recipe/4435557,"['海老', 'お酒', '豆腐']",2
【グリルで簡単】ブリのニラ味噌チーズ焼き,https://cookpad.com/recipe/4467208,"['ぶりの切り身', '玉ねぎ', 'ニラ', '溶けるチーズ', '味噌']",2
ブリの土佐照り焼き♪,https://cookpad.com/recipe/4458913,"['ブリ', 'かつおぶし']",2
❁香港風〜ハニーマスタードあんかけ丼❁,https://cookpad.com/recipe/4197918,"['海老', '海老下準備用の酒', '白ネギ', '玉ねぎ', 'パプリカ', 'いんげん豆', '仕上げ用黒コショウ', '仕上げ用レモン汁', '温かいご飯', 'お好みで仕上げ用のバジルやパクチー', 'A：蜂蜜', 'A：粒マスタード', 'Aオイスターソース', 'A：酒', 'A：練乳']",2
春が来た!菜の花と蛍イカDEアヒージョ♪,https://cookpad.com/recipe/4446370,"['ホタルイカ', '菜の花', '鷹の爪']",0
海老とほうれん草のマヨ炒め,https://cookpad.com/recipe/4437926,"['エビ', 'ほうれん草', '人参', 'しめじ', '長ネギ', '厚揚げ']",2
✿ぶりのミンチ詰め焼き花れんこん✿,https://cookpad.com/recipe/4475843,"['れんこん', '刺身用ブリ柵', '椎茸', '卵']",2
Ψ イカキムチ ψ　,https://cookpad.com/recipe/4420140,"['イカ', '玉葱', '白菜キムチ', '\u3000醤油', '\u3000ケチャップ', '青ネギ', '炒め用油']",2
ホタルイカと切り昆布の酢味噌和え,https://cookpad.com/recipe/4471907,"['ボイルホタルイカ', '切り昆布', '甜菜糖', '味噌', '味醂', 'すり胡麻']",2
タラと たけのこのピリ辛オイスター煮♪,https://cookpad.com/recipe/4061636,"['タラ', '筍', '豆板醤']",0
1分★おつまみにも【サーモンの大葉納豆】,https://cookpad.com/recipe/4138002,"['刺身用サーモン', '納豆', '大葉']",2
簡単！牡蠣DEかき玉♪,https://cookpad.com/recipe/3496798,"['牡蠣', '牡蠣', '創味シャンタンDX', '卵', '牡蠣のだし汁', '牡蠣のだし汁', 'ネギ']",2
簡単☆菜の花とちくわの炒め物,https://cookpad.com/recipe/2142944,"['菜の花', 'ちくわ', 'エノキダケ', '炒め油']",0
ミズと鰹のにんにくレモスコ醤油漬け,https://cookpad.com/recipe/3868011,"['かつお', 'ミズ', 'レモスコ']",2
ぱぱっと！カワハギの煮つけ,https://cookpad.com/recipe/4142605,['カワハギ'],2
子供もパクパク♬きびなごのカレー天,https://cookpad.com/recipe/4188642,"['きびなご', 'カレー粉\u3000']",2
魚臭くない！イワシDEスパイシーフライ♪,https://cookpad.com/recipe/4209916,"['イワシ', 'お酒']",2
お酒にも！かつおとメンマ筍のオイスター煮,https://cookpad.com/recipe/3951820,"['かつお', 'メンマ', 'たけのこ', 'もやし', '椎茸', 'しめじ', 'シャンタン', 'にんにくチューブ', '唐辛子の輪切り']",2
簡単！ほっけのえびマヨ風炒め,https://cookpad.com/recipe/4084817,"['ほっけ', '卵', '牛乳']",2
海老カレ（海老のカレーソース炒め）♪,https://cookpad.com/recipe/4257300,"['海老', 'ネギ', 'チューブにんにく']",2
スズキと春野菜グリル＊濃厚ソースを添えて,https://cookpad.com/recipe/2145134,"['スズキ', '塩ブラックペッパー', '春野菜', 'パセリソースID2045674', 'リコッタチーズID1626396', '粒マスタード・ソースID4238652']",2
ハタハタの醬油麹焼き,https://cookpad.com/recipe/4376526,"['はたはた', '醬油麹']",2
スズキのポワレ☆マッシュルームクリーム,https://cookpad.com/recipe/2902187,"['スズキ', 'マッシュルーム', '生クリーム']",2
小松菜としらすのおつまみ塩昆布和え,https://cookpad.com/recipe/4177712,"['小松菜', 'しらす', '塩昆布']",2
超簡単で美味！もうかさめの味噌マヨ焼き☆,https://cookpad.com/recipe/4370163,"['もうかさめ', '味噌']",2
牡蠣のガーリック焼き♪,https://cookpad.com/recipe/4333307,"['牡蠣', '♡醤油', '♡酒', '♡生姜絞り汁', 'あらびき黒胡椒', 'レモン']",2
かますのお寿司,https://cookpad.com/recipe/4248072,"['かます', '酢飯', '柿の葉']",2
☆まぐろのカルパッチョ☆,https://cookpad.com/recipe/4070500,"['ベビーリーフ・かいわれ', 'あらびき黒胡椒']",2
まぐろのカマの食べ方～最初から燻製で,https://cookpad.com/recipe/4391810,"['きはだまぐろのカマ', '岩塩', 'SOTOスモーク･チップ']",2
野菜もたっぷり♪アサリの酒蒸し☆,https://cookpad.com/recipe/4252293,"['アサリ', '白菜', '人参', 'バター']",2
鉄パンでししゃものタパス･2色焼き,https://cookpad.com/recipe/4204106,"['樺太ししゃも', 'サラダオイル', '付けダレ', 'コチュジャン']",2
アサリとカボチャの蜜柑ソース,https://cookpad.com/recipe/4134671,"['アサリ', 'カボチャ', '玉葱みじん切り', 'ミカン', 'パセリみじん切り', 'うすくち醤油']",2
しっとりジューシー！ぶりかまの塩焼き,https://cookpad.com/recipe/4390634,"['ぶりかま', '粗塩']",2
生姜が旨いの秘訣！赤魚の煮付け！,https://cookpad.com/recipe/4095949,['赤魚'],2
鯛のかまの塩焼き☆,https://cookpad.com/recipe/4303468,['鯛のあら'],2
お家割烹♪サヨリとアスパラの天ぷら,https://cookpad.com/recipe/3764093,"['サヨリ', 'アスパラ', 'レシピID:1786480']",2
簡単！牡蠣の佃煮♪,https://cookpad.com/recipe/3671030,"['牡蠣', '濃口正油', '鷹の爪']",2
ソイの煮つけ 漁師町風,https://cookpad.com/recipe/4279482,"['ソイ', '醤油・味醂・酒']",2
鮪のあら・黒胡椒にんにくステーキ,https://cookpad.com/recipe/4301144,"['鮪のあら', '黒胡椒', '天然塩', 'お好みのハーブ']",2
冬と春のアヒージョ！牡蠣♢ロマネスコ♢筍,https://cookpad.com/recipe/4316942,"['牡蠣', 'ロマネスコ', '筍の穂先', '乾燥バジル', '市販アヒージョのもと']",2
ほんだしで！ぷるぷる牡蠣の青のり天ぷら,https://cookpad.com/recipe/4383462,"['牡蠣', '卵']",2
炒めるだけ！！いかとれんこんの炒め物,https://cookpad.com/recipe/4203090,"['イカゲソ', 'れんこん', 'しめじ', 'スライスにんにく', 'うまみたれ']",2
マグロの刺身♪簡単・ピリ辛・ワサビ・生姜,https://cookpad.com/recipe/4225195,"['マグロ', 'ワサビ', '生姜汁', 'すりゴマ', 'タバスコ・ラー油', 'いりゴマ', '小口ネギ']",2
簡単！小松菜とあさりの酒蒸し！レンチン♡,https://cookpad.com/recipe/4268900,"['あさり', '小松菜']",2
鯛の兜の赤だし,https://cookpad.com/recipe/4273890,"['鯛の頭(半分に割る）', '大根(短冊切り）', '昆布', '八丁味噌', '三つ葉', '柚子の皮', '生姜(薄切り）']",2
牡蠣のジョン,https://cookpad.com/recipe/4320977,"['牡蠣', 'にら', '卵', '小ねぎ', '酢・ラー油']",2
太刀魚と胡瓜と大葉の酢の物,https://cookpad.com/recipe/3951288,"['太刀魚', '胡瓜', '大葉']",2
春の香り♪　鯛の行者にんにくカルパッチョ,https://cookpad.com/recipe/4390641,"['鯛刺身用', '行者にんにく', 'トマト', 'コショー']",2
春の味！あさり豆腐,https://cookpad.com/recipe/3055706,"['あさり', '木綿豆腐', '菜の花', 'ねぎ']",2
づけまづける,https://cookpad.com/recipe/4380386,"['メバチマグロの刺し身', '麺つゆ']",2
基本のアサリのワイン蒸し♪簡単酒蒸し,https://cookpad.com/recipe/4362310,"['アサリ', '唐辛子', 'レモン', '三つ葉']",2
冷凍アサリの酒蒸し♪簡単白菜蒸し,https://cookpad.com/recipe/4159986,"['白菜', '冷凍あさり', 'ラー油']",2
美肌に！釜揚げしらすのイタリアンな食べ方,https://cookpad.com/recipe/4191129,"['釜揚げしらす', 'レモン汁など']",2
牡蠣のアガベシロップ赤ワイン煮,https://cookpad.com/recipe/4338650,"['牡蠣', 'アガベシロップ', 'バター', 'スプラウト']",2
鯛のアクアパッツァ&レモンバターパスタ,https://cookpad.com/recipe/4331579,"['鯛', '有頭エビ', 'プチトマト', 'アスパラガス', 'パセリ', 'レモン', 'バター', 'レモン', 'パスタ', 'パセリ']",2
激ウマ★タイ風スパイシークラムスープ　,https://cookpad.com/recipe/3903444,"['あさり', '鷹の爪', 'たまねぎ', 'トマト', 'トムヤムスープの素', 'ナンプラー', 'パクチー']",2
熱々を食べる♪牡蠣の昆布焼き,https://cookpad.com/recipe/4299796,"['牡蠣', '昆布']",2
あさりの旨味をまるごと食べちゃう♪,https://cookpad.com/recipe/4239293,"['あさり', 'ブロッコリー']",2
蒸し（剥き）あさりと長ネギの卵とじ,https://cookpad.com/recipe/1160749,"['あさりの剥き身', '長ネギ', '麺つゆ', '卵']",2
アサリと春キャベツのビストロ風？,https://cookpad.com/recipe/3923526,"['春キャベツ', 'アサリ', '鷹の爪', '粒マスタード']",2
土鍋牡蠣ご飯♡バター醤油味♪,https://cookpad.com/recipe/4316455,"['米', '牡蠣', 'しめじ', '出汁の素', 'バター', '青ネギ']",2
あさりとスナップエンドウの酒蒸し,https://cookpad.com/recipe/3882068,"['あさり', 'スナップエンドウ', '日本酒', '有機薄口醤油']",2
牡蠣のソテー〜オイスターソース,https://cookpad.com/recipe/4338657,"['牡蠣', '味醂', 'スプラウトなど', 'バター']",2
ししゃものペペロン焼きレモンチーズ風味♡,https://cookpad.com/recipe/4141618,"['ししゃも', '鷹の爪', 'レモン汁', '粉チーズ', 'バジル粉']",2
イカともやしとキュウリのさっぱりサラダ♪,https://cookpad.com/recipe/3911151,"['イカ', 'キュウリ', 'もやし', 'お酢', 'お好みで、和からし']",2
白身魚の味噌ネギ焼き,https://cookpad.com/recipe/4115737,"['白身魚', '味噌', '甜面醤', 'はちみつ', 'ネギ', 'いりごま']",2
牡蠣の紫蘇ベーゼソース,https://cookpad.com/recipe/4347246,"['牡蠣', '万能紫蘇ベーゼソース', '紫蘇', '松の実', '胡桃', 'ケイパー', 'アンチョビフィレ', '自然塩']",2
簡単♪割烹風♪カワハギとゆかりのお茶漬け,https://cookpad.com/recipe/4167021,"['カワハギの薄造り', 'ゆかり', 'あおさ醤油', 'ご飯']",2
モロ（メカジキ）のカレーオイスター炒め♬,https://cookpad.com/recipe/3878545,"['モロ', '新玉ねぎ', 'オクラ', 'カレーパウダー']",2
豚バラとアサリとキャベツの酒蒸し,https://cookpad.com/recipe/4341130,"['豚バラスライス', 'アサリ', 'キャベツの葉', '黒コショウ']",2
キノコと子持ちししゃものアヒージョ,https://cookpad.com/recipe/3887953,"['子持ちししゃも', 'ブナシメジ', '黒あわび茸', 'キュウリ', 'EXVオリーブオイル', '粗挽き唐辛子', 'ミニ･トマト']",2
超簡単★トロ旨【漬けマグロのとろ～り卵】,https://cookpad.com/recipe/4350086,"['刺身用マグロ', 'すりおろし生姜', '黄身', '小葱']",2
簡単！キノコとこんにゃく マグロの煮物♪,https://cookpad.com/recipe/4012450,"['マグロのサク', 'コンニャク', '椎茸', 'しめじ', 'えのき', '生姜すりおろし', '唐辛子の輪切り']",2
牡蠣のチーズ焼き・フェンネルの香り♪ ,https://cookpad.com/recipe/4369013,"['牡蠣', '紫玉ねぎ', '小松菜', '黄色パプリカ', 'ミックスチーズ', '・鶏がらスープの素', 'マリネ用オイル', '炒め油']",2
長谷燻鍋でぶりのあらの燻製,https://cookpad.com/recipe/4144850,"['ぶりのあら', '三温糖']",2
牡蠣のネギ塩ガーリックムニエル,https://cookpad.com/recipe/4357579,"['牡蠣', 'ハーブソルト', 'きざみニンニク', 'ネギ', 'バター', 'レモン汁', 'お酒']",2
あさりと野菜のワイン蒸し,https://cookpad.com/recipe/4264879,"['あさり', '小鯛', 'パプリカ', 'キャベツ', 'ミニトマト', 'バジルソース']",2
牡蠣のソテー〜味噌マヨネーズソース,https://cookpad.com/recipe/4338678,"['牡蠣', '味噌', '豆乳マヨネーズ', '味醂', 'スプラウトなど']",2
あさりとキャベツの蒸し煮,https://cookpad.com/recipe/3930241,"['あさり殻付き', 'キャベツ']",2
簡単！マグロとチンゲン葉ともやしの和風煮,https://cookpad.com/recipe/4341555,"['マグロ', 'チンゲン菜', 'もやし', '椎茸', 'しめじ', '生姜すりおろし', '七味唐辛子']",2
イナダの中華風カルパッチョ,https://cookpad.com/recipe/4372663,"['イナダ', 'きゅうり', '長ネギ']",2
【簡単】鯛のあら炊き,https://cookpad.com/recipe/4336661,"['鯛のあら', '市販すき焼きのタレ', 'ゆず胡椒']",2
ぱぱっと！クラムチャウダー,https://cookpad.com/recipe/4261304,"['アサリ', 'バター', 'シメジ', '玉ねぎ', '人参', 'ジャガイモ', 'ベーコン', 'コンソメ', '牛乳']",2
メヒカリ唐揚げを酢醤油で。,https://cookpad.com/recipe/3953731,"['メヒカリ', '米粉', '米酢＋りんご酢＋ﾌﾟﾙｰﾝ酢', '鷹の爪']",2
ししゃもの酢みそ和え,https://cookpad.com/recipe/2543668,"['ししゃも', '乾燥わかめ', '紅生姜', '味噌']",2
マグロの端身のネギまぶし,https://cookpad.com/recipe/4175743,"['マグロの端身', '玉ねぎスライス', '刻み万能ネギ', 'ミツカンゆずポン']",2
夕おもてなし♪生姜がピリッ！旬な牡蠣ご飯,https://cookpad.com/recipe/4354376,"['牡蠣', '本みりん', 'たまり醤油イチビキ', '米', '粗塩', 'たまり醤油イチビキ']",2
あかもくでまぐろ(山かけではなく)海かけ,https://cookpad.com/recipe/4343249,"['きはだまぐろ(静岡産）', 'あかもく', '漬け液', '自家製醤油麹', '粗挽き唐辛子', '練りわさび']",2
あさりと豚肉のルイボスティ煮込み,https://cookpad.com/recipe/4265543,"['豚肩ロースブロック', '└自然塩', 'あさり', '└塩抜きをする', '玉葱', '赤パプリカ', '黄パプリカ', 'ブロッコリー', 'ファルファッレ', 'ルイボスティ', '黒胡椒']",2
ぶりのはちみつ味噌煮,https://cookpad.com/recipe/4381972,"['ぶり切り身', 'はちみつ味噌(たれ用）', '白髪ねぎ']",2
バジルとあさりのワイン蒸し,https://cookpad.com/recipe/2078286,"['あさり', 'バジルの葉', '島唐辛子', 'パセリ']",2
簡単副菜！あさりの青菜炒め(小松菜),https://cookpad.com/recipe/4382123,"['あさり', '青菜']",2
レンジで♪簡単！アサリの酒蒸し,https://cookpad.com/recipe/4335820,"['アサリ', '料理酒or清酒', '生姜の絞り汁orチューブ']",2
簡単！朝食にも♪マグロと長ネギの和風煮！,https://cookpad.com/recipe/4213484,"['マグロのサク', '長ネギ', '昆布', '生姜すりおろし', '七味唐辛子']",2
1分★おつまみにも【マグロの大葉納豆】,https://cookpad.com/recipe/4332297,"['刺身用マグロ', '納豆', '大葉', 'わさびチューブ']",2
鯛の吸い物☆,https://cookpad.com/recipe/4303479,"['鯛のあら', '三つ葉', 'チンゲン菜']",2
ぶりの照り焼き,https://cookpad.com/recipe/4345091,['ぶり'],2
アサリと切り干し大根の簡単ゴマ辛子あえ,https://cookpad.com/recipe/4159919,"['生あさりむき身', '切干し大根', 'ほうれん草', '粒マスタード']",2
牡蠣のこってり焼き♪,https://cookpad.com/recipe/4329220,"['牡蠣', 'あらびき黒胡椒', '♡オイスターソース', '♡とんかつソース', '♡醤油', '♡みりん', '♡砂糖', '♡酒', '♡水']",2
ぶりの✨味噌煮,https://cookpad.com/recipe/4369524,"['ぶりのあら', '味噌', '塩▪醤油', '青ねぎ', '純米酢']",2
簡単！牡蠣DE西京焼き風♪,https://cookpad.com/recipe/3571012,"['牡蠣', '白味噌', '調理酒']",2
液体塩こうじで下処理☆カレー鯵フライ,https://cookpad.com/recipe/4116547,"['豆アジ', '液体塩こうじ']",2
節約★絶品【とろ〜りネバネバ漬まぐろ丼】,https://cookpad.com/recipe/4392593,"['まぐろ', 'すりおろし生姜', '小葱', '納豆', '卵', 'ご飯']",2
簡単！むき牡蠣で旨み濃縮プリプリ酒蒸し♪,https://cookpad.com/recipe/4383568,"['牡蠣', '清酒']",2
まぐろの竜田揚げ☆お弁当にも♪,https://cookpad.com/recipe/4132047,['まぐろ'],2
塩麹ぶりde旬なぶり大根～ゼロ活力なべ～,https://cookpad.com/recipe/4389893,"['ぶりのアラ', '塩麹', '大根', '本みりん', 'たまり醤油イチビキ', '柚子の皮の千切りor生姜の千切り']",2
牡蠣とほうれん草の和風ビネグレットソース,https://cookpad.com/recipe/4318494,"['牡蠣', 'ほうれん草', 'レモン汁', '粉チーズ', 'クコの実']",2
簡単朝食！和食のおかずに！鮭の西京焼き♪,https://cookpad.com/recipe/3886186,"['生鮭', 'フライパン用ホイル', '西京味噌', 'お酢']",2
ホタテとトマトのイタリアン塩こうじサラダ,https://cookpad.com/recipe/3932786,"['ホタテ', 'トマト', 'きゅうり', 'かいわれ大根', '液体塩こうじ', 'パルメザンチーズ']",2
とろっとろ★風味抜群！イカのゴロレモン漬,https://cookpad.com/recipe/4134521,"['お刺身用イカ', 'ピーマン', 'レモン', 'イカゴロ', '輪切り唐辛子']",2
いかゲソのマヨキム炒め,https://cookpad.com/recipe/4186445,"['いかゲソ', 'キムチ', 'いんげん', 'いりごま']",2
ちくわのチーズ大葉巻き焼き 簡単美味しい,https://cookpad.com/recipe/4058130,"['ちくわ', 'とろけるスライスチーズ', '大葉']",2
節約するなら卵とじ☆　ちくわともやし❀,https://cookpad.com/recipe/3884905,"['ちくわ', 'もやし', '卵', '七味唐辛子、粉ざんしょう', '三つ葉、あさつき、刻み海苔など']",2
豆アジの塩こうじ香味ソースがけ☆,https://cookpad.com/recipe/3976949,"['豆アジ', '液体塩こうじ', 'ニラ', '液体塩こうじ']",2
和食に！鯵と大根と蒟蒻の煮物♪西京味噌で,https://cookpad.com/recipe/3904509,"['鯵', '大根', '蒟蒻', '西京味噌', '生姜すりおろし', 'にんにくチューブ']",2
さばの味噌煮,https://cookpad.com/recipe/4267251,"['鯖の切り身', '白髪ねぎ', '小麦粉(まぶし用）', '味噌', '生姜(千切り）']",2
【作り置き】鱈のレモン黒酢玉ねぎマリネ♪,https://cookpad.com/recipe/3791692,"['鱈たらの身', '人参', '新玉ねぎ', '黒酢玉ねぎ', 'はちみつ', 'レモン汁', 'レモンの薄い半月切り', 'パセリ']",2
バリバリ！あんこうの骨付き唐揚げ,https://cookpad.com/recipe/4120991,"['あんこう', '春雨', '生卵', 'ニンニクおろし', '生姜おろし', '濃口しょうゆ']",2
簡単！ししゃもの卵ダシ天,https://cookpad.com/recipe/4321135,"['ししゃも', '卵']",2
たらとポテトの豆乳グラタン,https://cookpad.com/recipe/4320960,"['たら', 'じゃがいも', '玉ねぎ', '豆乳', 'コンソメ顆粒', '粉チーズ']",2
魚嫌いでも食べられる♪柔らかタラの唐揚げ,https://cookpad.com/recipe/3847762,"['すけそうだら', '黄色パプリカ', 'ねぎ', '白胡麻']",2
おウチで簡単・コハダの酢〆【動画あり】,https://cookpad.com/recipe/4372101,"['コハダ', '食塩']",2
鱈のタンドリー風,https://cookpad.com/recipe/3709476,"['鱈の切り身', 'プレーンヨーグルト', '粗挽き胡椒', 'すりおろし生姜', 'オリーブオイルまたはサラダ油']",2
簡単２０分！タラのロールキャベツ,https://cookpad.com/recipe/3815781,"['タラ切り身', 'キャベツの葉', '玉ねぎ', '人参', 'じゃがいも', 'コンソメキューブ']",2
ブリ・サバの煮つけ　白味噌生姜柚子味,https://cookpad.com/recipe/3658070,"['ぶりの切り身', 'すりおろし生姜', '白みそ', 'はちみつ', '柚子の皮', '昆布']",2
和食のメインに♡タラの みぞれソースがけ,https://cookpad.com/recipe/4238965,"['タラの切り身', '大根おろし', '椎茸']",2
鱈と新玉ねぎのポトフ風,https://cookpad.com/recipe/3763286,"['鱈切身', '新玉ねぎ', '無添加コンソメ顆粒', '天日塩', '粉パセリ']",2
スズキと野菜のオーブン焼き☆トルコ,https://cookpad.com/recipe/4331493,"['スズキ', 'レモン', '月桂樹の葉', '塩、コショウ', 'ジャガイモ', '玉ねぎ', 'トマト', '人参', '塩、コショウ']",2
タラと小芋の粒マスタード・クリーム煮,https://cookpad.com/recipe/4364373,"['鱈の切り身', 'じゃがいも', 'スナップエンドウ', '玉ねぎ', '生クリーム', 'フレッシュハーブ']",2
茹でさば,https://cookpad.com/recipe/4286025,"['塩サバ', '大根おろし']",2
ラ・フランスと白味噌で♪漬け鱈のグリル,https://cookpad.com/recipe/3805363,"['たら', 'ラ・フランス缶', '白味噌', 'すりおろし生姜', '大根おろし', '卵黄', 'サラダ菜', 'パセリ']",2
さばのしょうが酢焼き,https://cookpad.com/recipe/3607678,"['さば切り身', 'おろしょうが']",2
フライパンで簡単！和食に赤魚の西京焼き！,https://cookpad.com/recipe/3918838,"['赤魚', 'フライパン用ホイル', '西京味噌', 'にんにくチューブ']",2
甘めが美味しい☆ぶりの照り焼き☆,https://cookpad.com/recipe/4345126,"['ぶり', '濃口醤油', '臭み取りの塩']",2
カレイときのこのクリーム煮☆,https://cookpad.com/recipe/3805975,"['カレイ', 'Ａ液体塩こうじ', 'しめじ', 'マッシュルーム', '玉ねぎ', '牛乳', 'Ｂ液体塩こうじ']",2
簡単ヘルシー♪タラの なめこ和風あんかけ,https://cookpad.com/recipe/4293515,"['タラ', '*なめこ', '*椎茸', '*エノキ', '生姜すりおろし', '七味唐辛子']",2
油淋鶏☆鱈の竜田揚げ,https://cookpad.com/recipe/3742032,"['鱈切り身', '有機醤油', '日本酒', '油淋鶏ソース']",2
簡単！ブリを洋風に☆ムニエル,https://cookpad.com/recipe/4366930,"['ぶり', '玉葱', 'バター']",2
 タラとカニカマのフリット☆HOTサラダ,https://cookpad.com/recipe/3719609,"['タラの切り身', 'カニカマ', '揚げ油\u3000', '付け合せの野菜', 'レモン汁\u3000', '魚醤・白だし', 'GABANあらびきチリペパー']",2
鱈のバジル衣フライ,https://cookpad.com/recipe/3715097,"['鱈の切り身', '塩・粗挽き胡椒', '乾燥バジル', '卵']",2
暖かぁ♡鱈帆立と冬野菜のパイシチュー,https://cookpad.com/recipe/4308398,"['ホタテ', '真鱈', 'カリフラワー', '蕪', '新玉ねぎ', '白きのこ・エリンギ', '生クリーム+牛乳', 'コンソメキューブ', 'オリーブ', '*ニンニク・生姜', 'パイシート']",2
鱈と長芋のクリーミィ味噌炒め,https://cookpad.com/recipe/3789269,"['鱈', '長芋', '舞茸', '赤黄パプリカ）', 'パセリ', '味噌', '練り胡麻', '味醂', '豆乳', '昆布だし', '卵黄', '甜菜糖', '胡桃']",2
簡単！クラッカーDE鱈のサクサクフライ♪,https://cookpad.com/recipe/3778247,"['真鱈の切り身', 'お酒', 'クラッカー', '卵', '粉チーズ', 'バター']",2
フィッシュ＆モチップス,https://cookpad.com/recipe/3776797,"['切り餅', '塩たら', 'モルトビネガー', 'コーンスターチ', 'ベーキングパウダー', 'ビール', '卵']",2
鱈の白ワインソテー アイオリソース,https://cookpad.com/recipe/3794610,"['鱈切り身', '卵黄', '牛乳', '天日塩']",2
白身魚のラビゴットソース掛け,https://cookpad.com/recipe/4266986,"['白身魚のお刺身', 'キーウィ', '玉ねぎ', 'トマト｛またはミニトマト｝', 'パプリカ', 'レモン汁']",2
ブリのあらでマヨ豆板醤炒め・レンジ５分,https://cookpad.com/recipe/4142275,"['ブリのあら', '豆板醤']",2
たらのバターソテー,https://cookpad.com/recipe/3799137,"['皮なしむき身たら', 'バター']",2
フライパンで簡単！タラの えのきソース♪,https://cookpad.com/recipe/4193483,"['タラの切り身', 'えのき', '生姜すりおろし', '七味唐辛子']",2
ブリのガーリックマスタードソテー,https://cookpad.com/recipe/4345693,"['ブリの切り身', '粒マスタード', '塩・ブラックペパー', 'バター']",2
ふんわり☆鱈のミルク煮,https://cookpad.com/recipe/4297032,"['鱈の切り身', 'じゃが芋', '牛乳', 'バター', '牛乳', 'ハーブ塩', '黒胡椒', 'パセリ', 'バケット']",2
簡単おつまみ☆きびなごのカレーチーズ炒め,https://cookpad.com/recipe/4313933,"['きびなご', 'ふすま粉', '粉チーズ']",2
簡単！タラとオクラの塩アン掛け,https://cookpad.com/recipe/3721224,"['タラ', 'オクラ']",2
　ご飯にピッタリ　ぶりの照り焼きレシピ,https://cookpad.com/recipe/4370198,['ぶりの切り身'],2
シメサバ,https://cookpad.com/recipe/4367019,"['真鯖三枚おろし', '昆布']",2
絶品★エビもいいけど【タラチリソース】,https://cookpad.com/recipe/3785775,"['生タラ', '長ネギ', '鶏ガラ顆粒', '豆板醤']",2
鱈の柚子胡椒味天麩羅,https://cookpad.com/recipe/4320671,"['鱈', '柚子胡椒', 'ベーキングパウダー', '抹茶塩']",2
簡単！サバ味噌(ゆず味噌),https://cookpad.com/recipe/4309575,"['サバ', '味噌']",2
ブリと野菜のコチュジャン蒸しレンジで5分,https://cookpad.com/recipe/4228705,"['ブリの切り身', 'ナス', '豆苗', 'コチュジャン']",2
海老と蓮根のトマトチリソース,https://cookpad.com/recipe/4288604,"['海老', '蓮根', 'トマト', '玉葱', '赤唐辛子', '甘酒', '味噌', '豆板醤', 'ケチャップか中濃ソース', '昆布だし']",2
蕪と鱈のスープ,https://cookpad.com/recipe/4344509,"['蕪', '鱈', '玉葱(スライス）', 'しめじ', 'コンソメスープの素']",2
レンジで5分！タラのきんちゃく煮,https://cookpad.com/recipe/4360319,"['油揚げ', 'タラの切り身', 'スライスチーズ']",2
寒ブリの有馬焼のセット,https://cookpad.com/recipe/4369494,"['ブリ', 'だいこん', '長ねぎ', '水菜', '粉さんしょう', '米', '大葉', '小松菜', 'れんこん', 'にんじん', '卵', '梅干し', 'えのき', 'エリンギ', 'さやえんどう']",2
簡単！ブリの竜田揚げさっぱり仕立て,https://cookpad.com/recipe/4371354,"['ぶりの切り身', '片栗粉[衣用]', '米粉[衣用]', '水菜', 'にんじん', '玉ねぎ', 'きゅうり', 'レモン汁']",2
レンジで簡単♪　桜の花で❀　鱈の桜蒸し♡,https://cookpad.com/recipe/3758795,"['生鱈の切り身', '桜の塩漬け', 'しめじ', '菜の花', '昆布茶', 'ポン酢醤油']",2
白身魚の洋風野菜あんかけ,https://cookpad.com/recipe/3732748,"['白身魚', 'ピーマン', '玉ねぎ', 'にんじん', 'しめじ', 'コンソメスープ']",2
鱈と海老と蕪☆豆乳酢味噌ソース,https://cookpad.com/recipe/3749315,"['無調整豆乳', 'だし入り味噌', '穀物酢', '鱈の切り身', '海老', '蕪', 'ブロッコリーの茎', '塩蔵わかめ']",2
タラの豆鼓醬(トウチジャン)炒め,https://cookpad.com/recipe/2185671,"['タラ', 'ピーマン', '長ネギの白い部分', 'たかの爪', '豆鼓醬']",2
絶品【鱈のムニエル・にんにくバター醤油】,https://cookpad.com/recipe/3836924,"['鱈', 'バター', 'バター']",2
カマの塩焼き 簡単！美味しい♡,https://cookpad.com/recipe/4348293,"['魚のカマ', 'ふり塩', 'ふり塩2回目', '大根おろし']",2
鱈と春野菜のカレー風味のトマトソース,https://cookpad.com/recipe/3735065,"['生鱈', '筍の水煮', '菜の花', 'キャベツ', 'トマト', 'カルダモン、クミン、ターメリック、ナツメグなど', '胡桃']",2
ビストロ風♪ぶりのガリバタ醤油のムニエル,https://cookpad.com/recipe/4334912,"['ぶり', 'ハーブソルト', 'きざみニンニク', 'バター', 'レモン汁']",2
圧力鍋で、ニシンの甘露煮,https://cookpad.com/recipe/4346278,"['ニシン', '昆布', '麺つゆ', 'ミリン', 'ザラメ']",2
太刀魚と大葉のくるくる一口フライ,https://cookpad.com/recipe/4362408,"['太刀魚3枚おろしたもの', '大葉', '卵']",2
ぶり・あらでコクウマ❤漁師風みそ汁レンジ,https://cookpad.com/recipe/4145847,"['ぶりのあら', '玉ねぎ', 'しめじ', '白菜', '出汁入りみそ']",2
モーカさめの照り焼き＜意外に美味しい＞,https://cookpad.com/recipe/4343334,"['モーカさめ', '魚焼き用の油']",2
